# pgc	lat[deg]	long[deg]	czHelio[km/s]	mu	muError	group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
3683322	-36.8240	281.2629	8734	36.12	0.50	208065	1	-36.82	281.26	8734	36.12	0.50
3684687	-36.9213	279.6288	8889	35.22	0.50	0	1	-36.92	279.63	8889	35.22	0.50
3685395	-35.1076	213.7536	11168	36.44	0.50	200027	25	-34.91	213.94	10829	35.92	0.10
3686088	-34.9693	214.9698	10155	35.71	0.50	200027	25	-34.91	213.94	10829	35.92	0.10
3688751	-33.9826	218.3694	11915	35.85	0.50	200302	6	-34.15	218.40	11450	35.93	0.20
3689034	-34.3382	220.3337	9781	35.78	0.50	200575	4	-34.26	220.31	10354	35.99	0.19
3689665	-33.7095	219.8846	11468	35.76	0.50	0	1	-33.71	219.88	11468	35.76	0.50
3689934	-27.4727	204.1588	9788	34.71	0.50	207085	1	-27.47	204.16	9788	34.71	0.50
3691155	-33.8316	223.7448	12459	36.32	0.50	200580	4	-33.80	223.52	12151	36.17	0.20
3691227	-28.5701	208.7446	3905	34.60	0.50	201256	3	-28.55	208.85	3856	34.60	0.50
3691572	-29.6786	211.9927	12689	37.15	0.50	205287	1	-29.68	211.99	12689	36.90	0.35
3693044	-33.3857	284.6964	7676	35.06	0.50	209690	1	-33.39	284.70	7676	35.06	0.50
3693358	-33.8561	282.4056	13384	36.14	0.50	0	1	-33.86	282.41	13384	36.14	0.50
3693621	-32.3434	224.8234	16129	36.32	0.50	0	1	-32.34	224.82	16129	36.32	0.50
3693923	-36.3883	260.7438	11735	36.19	0.50	0	1	-36.39	260.74	11735	36.19	0.50
3693934	-32.4220	226.1840	10146	36.17	0.50	0	1	-32.42	226.18	10146	36.17	0.50
3694337	-33.2035	284.0197	13159	36.49	0.50	204333	1	-33.20	284.02	13159	36.49	0.50
3694717	-31.4884	225.0897	10018	35.54	0.50	200310	6	-31.23	225.51	9937	35.67	0.13
3695876	-30.6392	225.1677	10280	35.74	0.50	200310	6	-31.23	225.51	9937	35.67	0.13
3696457	-32.7155	283.8582	13759	36.47	0.50	0	1	-32.72	283.86	13759	36.47	0.50
3697039	-31.5667	232.0946	11082	34.48	0.50	201491	2	-31.64	231.99	10773	34.89	0.35
3697989	-21.0483	205.7721	15362	37.07	0.50	200614	4	-20.88	205.31	15400	36.38	0.25
3698016	-29.4791	227.3997	11777	36.29	0.50	0	1	-29.48	227.40	11777	36.29	0.50
3698076	-29.4346	227.4197	14777	37.41	0.50	0	1	-29.43	227.42	14777	37.41	0.50
3698119	-23.8067	211.9890	13529	37.16	0.50	201543	2	-23.83	211.88	13284	36.40	0.29
3698228	-33.8428	251.9524	12321	35.73	0.50	200459	5	-33.77	251.94	12781	36.19	0.29
3698589	-29.0765	227.6478	15107	36.37	0.50	0	1	-29.08	227.65	15107	36.37	0.50
3698659	-31.7849	285.6353	9634	36.16	0.50	0	1	-31.78	285.64	9634	36.16	0.50
3698764	-33.5086	252.1763	12405	36.86	0.50	200459	5	-33.77	251.94	12781	36.19	0.29
3698919	-33.7363	267.9467	12533	37.31	0.50	202913	2	-33.79	268.26	12589	36.31	0.29
3698991	-30.2797	233.5982	10909	35.34	0.50	206370	1	-30.28	233.60	10909	35.34	0.50
3699118	-27.3364	223.7871	8391	34.79	0.50	201067	3	-27.13	223.94	8458	35.26	0.26
3699400	-28.4406	228.2011	13829	37.00	0.50	0	1	-28.44	228.20	13829	37.00	0.50
3699480	-33.2068	272.4225	7828	35.24	0.50	202387	2	-33.07	272.38	7871	35.24	0.50
3699587	-33.2722	257.0912	10425	35.06	0.50	0	1	-33.27	257.09	10425	35.06	0.50
3700088	-28.5124	230.6096	8044	34.44	0.50	209364	1	-28.51	230.61	8044	34.44	0.50
3700466	-30.6723	241.0346	14427	36.67	0.50	200325	6	-30.58	240.89	14200	36.41	0.17
3700610	-27.6898	229.4373	13228	35.74	0.50	0	1	-27.69	229.44	13228	35.74	0.50
3700741	-26.7777	226.8702	9285	35.84	0.50	0	1	-26.78	226.87	9285	35.84	0.50
3701039	-26.6896	227.4469	13610	36.99	0.50	201945	2	-26.68	227.45	13512	36.80	0.29
3701058	-26.6753	227.4493	13432	36.64	0.50	201945	2	-26.68	227.45	13512	36.80	0.29
3701067	-30.0670	240.3962	14164	36.45	0.50	200325	6	-30.58	240.89	14200	36.41	0.17
3701393	-30.4184	243.4740	10847	34.92	0.50	205954	1	-30.42	243.47	10847	34.92	0.50
3701710	-29.7177	241.2761	10748	35.79	0.50	0	1	-29.72	241.28	10748	35.79	0.50
3701816	-26.8847	230.4383	14332	36.28	0.50	0	1	-26.88	230.44	14332	36.28	0.50
3701925	-26.5349	229.5936	11624	36.59	0.50	230014	11	-25.88	230.44	11546	35.94	0.11
3702089	-31.9578	260.5577	15968	37.03	0.50	0	1	-31.96	260.56	15968	37.03	0.50
3702112	-31.9245	274.9084	11060	35.64	0.50	0	1	-31.92	274.91	11060	35.64	0.50
3702259	-30.2194	246.2251	11009	35.67	0.50	200457	5	-30.31	246.47	10876	36.06	0.14
3702335	-31.3106	281.3661	4482	34.61	0.50	201866	2	-31.27	281.42	4385	34.61	0.50
3702351	-26.3836	230.4944	11251	37.09	0.50	230014	11	-25.88	230.44	11546	35.94	0.11
3702601	-26.0599	230.2148	10944	36.62	0.50	230014	11	-25.88	230.44	11546	35.94	0.11
3702751	-26.0014	230.5099	11576	36.77	0.50	0	1	-26.00	230.51	11576	36.77	0.50
3703004	-30.8244	254.5519	14782	36.66	0.50	200305	6	-30.46	254.78	14962	36.69	0.13
3703071	-27.7388	237.9109	10046	35.89	0.50	207150	1	-27.74	237.91	10046	35.89	0.50
3703160	-30.9278	256.7014	10003	35.74	0.50	207067	1	-30.93	256.70	10003	35.74	0.50
3703258	-30.6000	254.4858	14774	36.57	0.50	200305	6	-30.46	254.78	14962	36.69	0.13
3703409	-26.3743	234.3193	11241	35.74	0.50	0	1	-26.37	234.32	11241	35.74	0.50
3703592	-31.1887	275.0617	11029	35.31	0.50	206310	1	-31.19	275.06	11029	35.31	0.50
3703779	-28.4442	297.2177	5944	35.28	0.50	0	1	-28.44	297.22	5944	35.28	0.50
3703852	-26.8535	238.1704	11111	35.80	0.50	200293	6	-26.81	238.37	11009	35.85	0.17
3703931	-29.8960	254.0320	14520	36.83	0.50	200305	6	-30.46	254.78	14962	36.69	0.13
3703932	-26.8413	238.4756	11816	36.00	0.50	200293	6	-26.81	238.37	11009	35.85	0.17
3703990	-30.7555	279.4945	7670	35.35	0.50	207886	1	-30.76	279.49	7670	35.35	0.50
3704100	-25.8031	235.3793	14571	35.65	0.50	204611	1	-25.80	235.38	14571	35.65	0.50
3704131	-30.8188	277.0716	13509	36.59	0.50	205046	1	-30.82	277.07	13509	36.59	0.50
3704318	-24.3085	231.3556	12456	35.93	0.50	220014	12	-24.54	230.23	11443	35.70	0.13
3704395	-30.4875	263.5622	16029	36.72	0.50	0	1	-30.49	263.56	16029	36.72	0.50
3704398	-23.4160	228.9257	13787	36.48	0.50	204999	1	-23.42	228.93	13787	36.48	0.50
3704409	-23.9081	230.4134	12027	36.42	0.50	200014	11	-24.92	230.27	12923	36.14	0.08
3704676	-26.3966	239.8960	10337	36.19	0.50	200091	12	-26.56	240.33	9986	35.54	0.14
3704815	-27.6147	245.7284	7357	36.16	0.50	0	1	-27.61	245.73	7357	36.16	0.50
3704836	-30.3426	280.0499	11154	36.17	0.50	200944	3	-30.11	279.97	11275	35.66	0.22
3705048	-27.6888	247.3337	10641	35.54	0.50	200890	3	-27.61	247.62	10781	35.29	0.35
3705080	-30.3022	278.0956	11328	35.28	0.50	0	1	-30.30	278.10	11328	35.28	0.50
3705081	-30.2860	278.5428	10822	35.56	0.50	206516	1	-30.29	278.54	10822	35.56	0.50
3705095	-26.1961	241.0934	10530	34.77	0.50	200091	12	-26.56	240.33	9986	35.54	0.14
3705103	-30.1384	266.5098	12990	36.01	0.50	0	1	-30.14	266.51	12990	36.01	0.50
3705154	-30.0766	282.1086	5556	34.38	0.50	202720	2	-29.96	282.14	5535	34.38	0.50
3705230	-30.1408	280.2266	11265	35.76	0.50	200944	3	-30.11	279.97	11275	35.66	0.22
3705237	-22.7298	230.1677	11905	36.21	0.50	0	1	-22.73	230.17	11905	36.21	0.50
3705355	-30.0670	280.6186	11326	35.91	0.50	200944	3	-30.11	279.97	11275	35.66	0.22
3705440	-26.3764	243.3966	13215	36.14	0.50	204191	1	-26.38	243.40	13215	36.46	0.25
3705495	-30.0123	280.4019	10909	35.33	0.50	200944	3	-30.11	279.97	11275	35.66	0.22
3705652	-24.0201	235.5728	8453	35.74	0.50	0	1	-24.02	235.57	8453	35.74	0.50
3705824	-25.3717	240.8664	9592	35.73	0.50	200992	3	-25.45	240.83	9835	35.73	0.50
3705838	-26.1798	244.0909	13280	36.43	0.50	202308	2	-26.13	244.50	13406	36.24	0.35
3706111	-29.8024	273.9495	13919	36.73	0.50	200412	5	-29.53	274.54	13262	36.03	0.35
3706279	-29.5389	269.4400	10804	36.11	0.50	200482	5	-29.67	269.05	11057	36.02	0.25
3706393	-29.3202	267.2928	10849	35.99	0.50	200555	4	-29.45	267.48	11095	36.17	0.15
3706603	-28.6446	261.9622	10338	35.14	0.50	0	1	-28.64	261.96	10338	35.14	0.50
3706758	-22.0944	233.9078	12398	36.50	0.50	206050	1	-22.09	233.91	12398	36.50	0.50
3706786	-23.4851	238.3686	9905	35.94	0.50	0	1	-23.49	238.37	9905	35.94	0.50
3707381	-29.1517	279.5936	4415	34.44	0.50	200461	5	-29.71	279.91	4358	34.44	0.50
3707385	-27.2548	257.1185	16075	38.13	0.50	200953	3	-26.88	257.26	15435	37.49	0.20
3707742	-28.7340	272.5956	11749	35.73	0.50	200557	4	-28.61	272.64	11726	35.75	0.35
3707789	-28.8679	275.9432	10210	35.37	0.50	200242	7	-28.96	275.41	11083	35.80	0.20
3707824	-28.8334	275.5622	10585	35.52	0.50	200242	7	-28.96	275.41	11083	35.80	0.20
3707886	-23.4081	242.6391	9802	35.52	0.50	202941	2	-23.53	242.26	9810	35.52	0.50
3707892	-26.9072	257.8475	15025	36.58	0.50	200953	3	-26.88	257.26	15435	37.49	0.20
3708162	-28.6846	276.8232	10478	36.62	0.50	0	1	-28.68	276.82	10478	36.62	0.50
3708315	-25.3447	252.0665	12088	36.05	0.50	200028	26	-25.99	252.20	12741	36.19	0.10
3708359	-22.9325	242.9337	11525	36.45	0.50	201000	3	-23.23	243.14	11762	36.45	0.35
3708382	-26.4640	257.8932	10795	35.73	0.50	0	1	-26.46	257.89	10795	35.73	0.50
3708451	-28.5126	276.6065	10635	35.80	0.50	0	1	-28.51	276.61	10635	35.80	0.50
3708483	-28.4475	275.6636	11214	35.61	0.50	200242	7	-28.96	275.41	11083	35.80	0.20
3708565	-28.0146	270.2900	16003	35.94	0.50	203996	1	-28.01	270.29	16003	35.84	0.35
3708572	-28.5978	283.6738	11513	36.17	0.50	200682	4	-28.13	283.71	11551	36.10	0.35
3708581	-28.5050	277.9718	10782	35.34	0.50	200323	6	-28.18	278.04	11112	35.69	0.22
3708618	-28.4074	276.2500	10713	36.35	0.50	0	1	-28.41	276.25	10713	36.35	0.50
3708633	-27.4935	266.0398	15397	35.90	0.50	203889	1	-27.49	266.04	15397	36.85	0.22
3708636	-27.9705	270.3941	15890	35.74	0.50	203996	1	-27.97	270.39	15890	35.84	0.35
3708642	-28.5386	280.4394	10911	35.99	0.50	200234	7	-28.26	280.19	10988	35.96	0.18
3708808	-28.4540	279.9361	11428	36.11	0.50	200234	7	-28.26	280.19	10988	35.96	0.18
3709151	-25.9525	259.1277	15835	35.66	0.50	0	1	-25.95	259.13	15835	35.66	0.50
3709552	-28.1162	282.3052	11119	36.19	0.50	202562	2	-28.01	282.27	11149	36.19	0.50
3709717	-27.9852	280.5903	10834	36.05	0.50	200234	7	-28.26	280.19	10988	35.96	0.18
3709748	-28.0567	283.2969	11468	36.04	0.50	200682	4	-28.13	283.71	11551	36.10	0.35
3711606	-26.3352	274.5663	7947	34.99	0.50	200024	26	-27.48	274.71	7990	34.99	0.11
3713012	-23.1992	264.0545	10073	35.30	0.50	206787	1	-23.20	264.05	10073	35.30	0.50
3713538	-25.7556	279.6517	14003	36.08	0.50	0	1	-25.76	279.65	14003	36.08	0.50
3714008	-22.4715	265.0295	15938	36.58	0.50	200826	6	-22.39	265.27	15762	36.58	0.13
3714141	-24.5793	274.8719	8641	35.21	0.50	201595	4	-24.99	274.70	8752	34.96	0.35
3714191	-22.4358	265.5316	15869	37.77	0.50	200826	6	-22.39	265.27	15762	36.58	0.13
3714213	-25.7954	282.5386	4427	34.38	0.50	200514	5	-25.87	282.46	4264	34.09	0.29
3714616	-22.9220	268.9634	8607	34.75	0.50	202882	2	-22.88	269.04	8620	35.01	0.31
3714742	-25.2881	281.0340	11198	36.18	0.50	202140	2	-25.24	281.20	11258	36.26	0.35
3715560	-23.6343	275.3310	10125	36.30	0.50	0	1	-23.63	275.33	10125	36.30	0.50
3716388	-24.4531	281.3579	10790	35.72	0.50	201035	3	-24.38	281.51	11002	35.94	0.25
3716469	-20.0154	264.6276	12398	36.15	0.50	0	1	-20.02	264.63	12398	36.15	0.50
3716595	-20.3934	266.0878	15201	36.60	0.50	0	1	-20.39	266.09	15201	36.60	0.50
3716640	-24.3836	281.5066	11088	35.77	0.50	201035	3	-24.38	281.51	11002	35.94	0.25
3716644	-24.3497	281.3483	11425	36.04	0.50	201035	3	-24.38	281.51	11002	35.94	0.25
3716790	-24.1859	280.9013	9641	35.35	0.50	207252	1	-24.19	280.90	9641	35.35	0.50
3716795	-23.2348	276.7461	9126	35.90	0.50	201367	3	-23.12	277.06	9137	35.88	0.35
3716798	-25.2356	286.3447	11851	36.78	0.50	0	1	-25.24	286.34	11851	36.78	0.50
3717766	-26.4730	296.1667	12358	35.37	0.50	205620	1	-26.47	296.17	12358	35.37	0.50
3719332	-23.0371	280.8235	9848	36.42	0.50	0	1	-23.04	280.82	9848	36.42	0.50
3723318	-25.1461	294.1175	12229	36.81	0.50	205282	1	-25.15	294.12	12229	36.81	0.50
3724791	-20.3972	282.1258	10247	35.16	0.50	201206	3	-20.49	282.05	10366	35.40	0.23
3725338	-24.2703	293.3096	11936	36.12	0.50	0	1	-24.27	293.31	11936	36.12	0.50
3725974	-20.8176	285.0682	8147	34.98	0.50	201110	3	-20.84	285.04	8319	35.08	0.23
3732111	20.7781	230.1084	12399	35.87	0.50	0	1	20.78	230.11	12399	35.87	0.50
3732874	-21.6348	292.3412	11629	36.57	0.50	0	1	-21.63	292.34	11629	36.57	0.50
3736545	21.8016	239.7464	7674	35.51	0.50	102590	2	21.64	239.73	7694	35.51	0.50
3738376	-22.7065	296.1657	12131	36.74	0.50	0	1	-22.71	296.17	12131	36.74	0.50
3740025	20.8483	247.8772	13102	35.85	0.50	0	1	20.85	247.88	13102	35.85	0.50
3740206	27.2593	239.2458	15044	37.77	0.50	0	1	27.26	239.25	15044	37.77	0.50
3741219	22.4901	247.9794	10848	36.23	0.50	101694	2	22.62	248.21	10908	35.68	0.25
3741220	22.4556	248.0245	10814	35.90	0.50	101694	2	22.62	248.21	10908	35.68	0.25
3743670	22.9871	251.9220	10089	36.78	0.50	0	1	22.99	251.92	10089	36.78	0.50
3744213	23.1884	252.5929	10505	36.29	0.50	100118	10	23.24	253.31	9942	35.74	0.16
3747880	24.7193	256.2091	8432	35.47	0.50	100681	4	24.14	256.16	8652	34.99	0.23
3748238	28.6520	252.4108	9049	35.63	0.50	100197	8	28.85	252.50	9348	35.66	0.14
3749487	-22.0353	297.8413	11931	36.25	0.50	0	1	-22.04	297.84	11931	36.25	0.50
3749699	31.5883	251.7438	4192	33.73	0.50	112022	1	31.59	251.74	4192	33.73	0.50
3749730	34.8148	247.7124	8694	35.64	0.20	0	1	34.81	247.71	8694	35.64	0.20
3749746	27.4737	256.4510	3666	34.02	0.20	0	1	27.47	256.45	3666	34.02	0.20
3750571	31.0707	254.1207	9484	36.12	0.50	100119	10	31.00	253.76	9233	35.75	0.14
3750898	33.0378	252.5179	14156	36.04	0.50	0	1	33.04	252.52	14156	36.04	0.50
3752106	28.3371	259.6627	9346	36.13	0.50	0	1	28.34	259.66	9346	36.13	0.50
3753704	41.5561	247.1863	11705	36.06	0.50	101802	2	41.66	247.02	11816	36.06	0.50
3753923	35.2676	255.5723	8459	35.42	0.50	102676	2	35.25	255.31	8996	35.70	0.29
3755102	31.3848	261.4168	14774	35.90	0.50	104395	1	31.38	261.42	14774	35.90	0.50
3759038	-21.3011	298.9824	12107	34.95	0.50	205865	1	-21.30	298.98	12107	35.60	0.35
3761082	-21.1528	299.1904	12146	36.24	0.50	205865	1	-21.15	299.19	12146	35.60	0.35
3765977	26.4194	278.0169	9729	34.96	0.50	107920	1	26.42	278.02	9729	34.96	0.50
3768628	35.4012	276.1131	8836	35.56	0.50	0	1	35.40	276.11	8836	35.56	0.50
3768665	30.6232	278.8115	10270	35.69	0.50	102154	2	30.58	278.98	10172	35.69	0.50
3768667	51.5917	263.2499	5124	33.69	0.50	110785	1	51.59	263.25	5124	33.69	0.50
3769580	51.4190	265.1448	7603	36.38	0.50	100967	3	51.58	265.03	7566	36.38	0.50
3770845	24.1566	284.0168	10142	35.38	0.50	100184	8	24.32	283.68	9709	35.51	0.35
3771864	46.9301	272.7136	5356	35.11	0.50	101356	3	46.60	273.24	5296	34.48	0.35
3772520	23.4399	285.6151	13909	37.37	0.50	0	1	23.44	285.62	13909	37.37	0.50
3773359	36.0846	281.1186	14950	36.96	0.50	0	1	36.08	281.12	14950	36.96	0.50
3774462	24.1931	286.9531	14765	36.90	0.50	100316	6	24.19	287.46	15007	36.55	0.22
3774608	22.5297	287.6628	9122	35.96	0.50	0	1	22.53	287.66	9122	35.96	0.50
3774809	45.0490	278.0538	15222	36.14	0.50	104642	1	45.05	278.05	15222	36.14	0.50
3775249	23.6403	287.7806	14896	36.45	0.50	100316	6	24.19	287.46	15007	36.55	0.22
3783727	43.7416	289.4006	13688	36.98	0.50	0	1	43.74	289.40	13688	36.98	0.50
3789083	48.9610	293.7495	15642	36.39	0.50	0	1	48.96	293.75	15642	36.39	0.50
3789649	31.0704	297.1871	15890	37.15	0.50	100811	3	31.22	298.19	15996	37.15	0.50
3790635	47.9138	295.6827	11859	35.61	0.50	101460	2	47.92	295.36	12208	35.61	0.50
3790641	27.2808	298.3378	8283	35.81	0.50	0	1	27.28	298.34	8283	35.81	0.50
3791610	55.0839	295.5901	7610	34.26	0.50	101121	3	55.13	295.47	7702	35.05	0.15
3792484	21.6938	299.9940	15393	36.66	0.50	0	1	21.69	299.99	15393	36.66	0.50
3794396	57.0127	298.7571	6836	35.55	0.50	100973	3	56.96	298.77	6744	35.55	0.50
3795193	55.6234	299.9040	15203	36.35	0.50	101450	4	55.35	300.19	14908	36.31	0.22
3796503	42.4492	302.0463	11272	36.29	0.50	0	1	42.45	302.05	11272	36.29	0.50
3797579	54.7384	303.2846	4110	33.37	0.50	100015	39	53.62	303.44	4169	33.88	0.12
3798898	42.4113	304.5914	6538	35.41	0.50	100691	4	42.35	304.72	6907	35.40	0.35
3798920	44.3933	304.6916	14013	37.05	0.50	100040	17	45.18	304.69	14011	36.42	0.07
3799928	87.8574	68.0647	20319	37.63	0.17	0	1	87.86	68.06	20319	37.63	0.17
3800096	43.2903	305.6444	13379	35.35	0.50	101725	2	43.46	305.50	13300	36.25	0.22
3800840	38.7944	305.9651	13237	36.74	0.50	101007	3	38.86	305.99	14019	36.01	0.35
3801499	42.7938	306.8502	13164	35.68	0.50	101870	2	42.61	306.82	13286	35.68	0.50
3801516	45.9673	307.1663	14054	37.17	0.50	100380	5	46.17	307.28	13521	36.47	0.22
3802617	31.0729	306.8341	15495	37.25	0.50	100387	5	31.20	306.51	15880	36.77	0.29
3803247	36.8011	308.0164	14081	36.64	0.50	102167	2	36.68	308.43	13530	36.64	0.50
3804430	35.7970	309.0308	13415	35.99	0.50	104874	1	35.80	309.03	13415	35.99	0.50
3804472	53.8139	312.3089	10899	35.44	0.50	107184	1	53.81	312.31	10899	35.44	0.50
3804724	54.0719	312.7842	14102	36.58	0.50	0	1	54.07	312.78	14102	36.58	0.50
3805808	21.3537	308.4227	14632	35.97	0.50	100818	3	21.36	308.97	15408	36.38	0.29
3806792	20.8122	309.0240	10754	35.42	0.50	101657	2	20.88	309.16	10920	35.67	0.29
3807031	34.7289	311.4131	15767	36.75	0.50	100055	15	35.05	312.53	13620	36.37	0.11
3807068	27.5435	310.2384	7962	35.30	0.50	102551	2	27.59	310.05	7926	35.45	0.35
3807948	31.6898	311.7680	10216	35.48	0.50	102372	2	31.85	311.82	10159	34.92	0.35
3808104	37.4577	313.0979	13889	36.15	0.50	100113	10	37.28	313.34	13542	36.07	0.15
3808655	34.0802	312.9285	10070	35.76	0.50	100021	26	34.55	313.24	10460	35.79	0.07
3808766	48.2368	316.8329	11236	36.50	0.50	102566	2	48.38	317.48	11187	36.08	0.25
3809187	34.0268	313.4257	10186	36.31	0.50	100021	26	34.55	313.24	10460	35.79	0.07
3809298	48.4156	317.6247	11208	35.61	0.50	102566	2	48.38	317.48	11187	36.08	0.25
3809777	24.9833	312.0801	14914	36.76	0.50	102293	2	24.78	311.94	14982	36.99	0.35
3809915	31.5236	313.6186	10877	35.13	0.50	0	1	31.52	313.62	10877	35.13	0.50
3811204	30.7533	314.6115	15432	37.06	0.50	100010	55	30.45	312.07	14414	36.45	0.04
3811443	45.0268	319.2658	14827	36.40	0.50	104689	1	45.03	319.27	14827	36.33	0.35
3811714	26.1505	313.9532	15611	37.29	0.50	100233	7	26.49	313.55	15066	36.69	0.10
3811854	26.1141	314.0722	14888	36.96	0.50	100233	7	26.49	313.55	15066	36.69	0.10
3811902	37.8835	317.3429	11366	35.58	0.50	106300	1	37.88	317.34	11366	35.54	0.31
3812001	27.3729	314.5086	16013	36.58	0.50	100540	4	27.67	314.52	15126	36.74	0.29
3813022	20.2541	313.6093	11494	35.86	0.50	0	1	20.25	313.61	11494	35.86	0.50
3813339	54.8055	327.1052	15703	36.19	0.50	104358	1	54.81	327.11	15703	36.19	0.50
3813968	25.5580	315.7056	7557	34.76	0.50	109633	1	25.56	315.71	7557	34.76	0.50
3814177	29.0791	316.8845	11306	35.90	0.50	100024	24	28.45	316.40	11768	36.02	0.08
3814375	33.7390	318.5147	11828	36.86	0.50	0	1	33.74	318.51	11828	36.86	0.50
3814518	30.1376	317.4696	11863	35.71	0.50	101238	3	30.22	317.40	11736	35.49	0.25
3815275	63.7451	339.4676	25183	37.82	0.20	0	1	63.75	339.47	25183	37.82	0.20
3815479	32.9222	319.2916	14967	36.20	0.50	101091	3	32.99	319.55	14839	36.56	0.14
3815590	32.9107	319.4075	13856	37.45	0.50	101091	3	32.99	319.55	14839	36.56	0.14
3815662	32.9859	319.5195	14066	36.55	0.50	101091	3	32.99	319.55	14839	36.56	0.14
3815808	45.2409	324.9292	10911	36.99	0.50	0	1	45.24	324.93	10911	36.99	0.50
3815845	33.4770	319.8730	11361	35.64	0.50	100466	5	33.47	319.95	11324	35.98	0.29
3816376	33.1519	320.2221	15052	36.50	0.50	101091	3	32.99	319.55	14839	36.56	0.14
3816386	33.4895	320.3570	10915	35.44	0.50	100466	5	33.47	319.95	11324	35.98	0.29
3816959	44.5769	325.8987	10392	35.68	0.50	100352	6	44.14	325.83	10658	35.89	0.20
3817368	33.1223	321.0539	13615	36.30	0.50	0	1	33.12	321.05	13615	36.30	0.50
3818411	48.6178	330.0589	11369	36.52	0.50	100895	3	48.65	330.79	11173	36.50	0.29
3818587	44.9782	327.9521	10739	35.96	0.50	100418	5	44.84	328.27	10959	36.01	0.20
3819076	27.7005	320.3512	6099	34.72	0.50	111493	1	27.70	320.35	6099	34.72	0.50
3819083	48.7412	330.9773	11157	36.80	0.50	100895	3	48.65	330.79	11173	36.50	0.29
3819529	32.7665	322.7440	6821	34.59	0.50	100043	18	32.81	323.37	6592	34.94	0.15
3821199	30.5481	323.0589	11202	36.97	0.50	106594	1	30.55	323.06	11202	36.04	0.35
3821317	30.7122	323.2312	11369	35.12	0.50	106594	1	30.71	323.23	11369	36.04	0.35
3823722	38.9682	329.5235	10799	35.33	0.50	100253	7	38.87	329.66	10860	35.70	0.23
3824494	30.0333	325.4739	7056	34.75	0.50	109001	1	30.03	325.47	7056	34.94	0.26
3826543	37.7392	331.7999	13413	38.08	0.50	0	1	37.74	331.80	13413	38.08	0.50
3827568	28.5558	327.2790	6902	34.46	0.50	100361	6	28.31	327.39	6790	34.81	0.31
3832050	20.0007	325.9091	11922	35.60	0.50	102598	2	20.01	325.85	11887	35.60	0.50
3833965	27.0620	331.4384	11108	36.27	0.50	102939	2	27.09	331.40	11100	36.27	0.50
3834489	32.1753	335.2919	15430	38.02	0.50	0	1	32.18	335.29	15430	38.02	0.50
3838187	26.9709	334.7979	12215	37.14	0.50	0	1	26.97	334.80	12215	37.14	0.50
3839399	47.0473	356.3427	10817	36.04	0.50	0	1	47.05	356.34	10817	36.04	0.50
3848414	20.2647	338.9225	6764	35.42	0.50	0	1	20.26	338.92	6764	35.42	0.50
3850400	21.9064	342.1464	13829	36.87	0.50	104932	1	21.91	342.15	13829	36.87	0.50
3852347	26.4328	348.5022	6759	35.22	0.50	0	1	26.43	348.50	6759	35.22	0.50
3853298	38.3342	4.8526	14954	35.96	0.50	0	1	38.33	4.85	14954	35.96	0.50
3855738	36.9217	6.1029	8207	34.90	0.50	0	1	36.92	6.10	8207	34.90	0.50
3855858	35.8112	4.4977	11174	36.28	0.50	0	1	35.81	4.50	11174	36.28	0.50
3856251	35.0227	3.9751	13784	35.14	0.50	0	1	35.02	3.98	13784	35.14	0.50
3856703	23.4087	350.0570	14141	35.21	0.50	104783	1	23.41	350.06	14141	35.21	0.50
3856805	24.8718	351.8139	6673	35.34	0.50	0	1	24.87	351.81	6673	35.34	0.50
3861824	21.4635	353.7645	15026	36.99	0.50	0	1	21.46	353.76	15026	36.99	0.50
3865896	29.8665	11.3549	15378	37.09	0.50	104383	1	29.87	11.35	15378	37.10	0.35
3873663	-21.8590	312.2397	12858	35.42	0.50	200915	3	-21.87	312.35	12816	36.27	0.22
3875437	-23.1429	310.6003	12860	35.00	0.50	204246	1	-23.14	310.60	12860	35.90	0.35
3875613	21.8361	14.1148	9073	35.29	0.50	101228	3	21.91	13.51	8640	34.99	0.29
3876357	-21.4569	313.8435	10153	35.06	0.50	206775	1	-21.46	313.84	10153	35.06	0.50
3876449	21.7164	15.3860	9034	35.89	0.50	102240	2	21.67	15.94	8864	35.89	0.50
3880234	-20.1572	317.6823	12608	36.26	0.50	0	1	-20.16	317.68	12608	36.26	0.50
3889649	-23.2849	315.3381	13013	36.33	0.50	0	1	-23.28	315.34	13013	36.33	0.50
3890947	-20.1823	324.1647	12345	36.28	0.50	0	1	-20.18	324.16	12345	36.28	0.50
3893429	-20.4441	325.8561	12724	35.06	0.50	0	1	-20.44	325.86	12724	35.06	0.50
3894116	-21.7710	322.9765	12072	36.57	0.50	0	1	-21.77	322.98	12072	36.57	0.50
3894275	-20.3792	327.0660	12036	35.92	0.50	205571	1	-20.38	327.07	12036	35.97	0.35
3894635	-21.6700	324.0056	12580	35.86	0.50	200939	3	-21.51	324.02	12192	36.04	0.19
3894647	-21.8957	323.3515	12064	36.21	0.50	200939	3	-21.51	324.02	12192	36.04	0.19
3894712	-20.3130	327.9520	15026	35.76	0.50	0	1	-20.31	327.95	15026	35.76	0.50
3895115	-22.9736	320.6253	12149	37.04	0.50	201629	2	-23.30	320.84	12217	36.35	0.25
3895121	-20.3259	328.5966	14958	36.22	0.50	0	1	-20.33	328.60	14958	36.22	0.50
